"protocol","port","description"
"TCP",3036,"Hagel DUMP"
"TCP",3037,"HP SAN Mgmt"
"TCP",3038,"Santak UPS"
"TCP",3039,"Cogitate Inc."
"TCP",3040,"Tomato Springs"
"TCP",3041,"di-traceware"
"TCP",3042,"journee"
"TCP",3043,"BRP"
"TCP",3045,"ResponseNet"
"TCP",3046,"di-ase"
"TCP",3047,"Fast Security HL Server"
"TCP",3048,"Sierra Net PC Trader"
"TCP",3049,"NSWS"
"TCP",3050,"gds_db"
"TCP",3051,"Galaxy Server"
"TCP",3052,"APCPCNS"
"TCP",3053,"dsom-server"
"TCP",3054,"AMT CNF PROT"
"TCP",3055,"Policy Server"
"TCP",3056,"CDL Server"
"TCP",3057,"GoAhead FldUp"
"TCP",3058,"videobeans"
"TCP",3059,"qsoft"
"TCP",3060,"interserver"
"TCP",3061,"cautcpd"
"TCP",3062,"ncacn-ip-tcp"
"TCP",3063,"ncadg-ip-udp"
"TCP",3065,"slinterbase"
"TCP",3066,"NETATTACHSDMP"
"TCP",3067,"W32.Korgo Worm / FJHPJP"
"TCP",3068,"ls3 Broadcast"
"TCP",3069,"ls3"
"TCP",3070,"MGXSWITCH"
"TCP",3075,"Orbix 2000 Locator"
"TCP",3076,"Orbix 2000 Config"
"TCP",3077,"Orbix 2000 Locator SSL"
"TCP",3078,"Orbix 2000 Locator SSL"
"TCP",3079,"LV Front Panel"
"TCP",3080,"stm_pproc"
"TCP",3081,"TL1-LV"
"TCP",3082,"TL1-RAW"
"TCP",3083,"TL1-TELNET"
"TCP",3084,"ITM-MCCS"
"TCP",3085,"PCIHReq"
"TCP",3086,"JDL-DBKitchen"
"TCP",3105,"Cardbox"
"TCP",3106,"Cardbox HTTP"
"TCP",3127,"W32.Mydoom.A virus"
"TCP",3128,"Squid HTTP Proxy / W32.Mydoom.B virus"
"TCP",3129,"Master's Paradise (Windows Trojan)"
"TCP",3130,"ICPv2"
"TCP",3131,"Net Book Mark"
"TCP",3141,"VMODEM"
"TCP",3142,"RDC WH EOS"
"TCP",3143,"Sea View"
"TCP",3144,"Tarantella"
"TCP",3145,"CSI-LFAP"
"TCP",3147,"RFIO"
"TCP",3148,"NetMike Game Administrator"
"TCP",3149,"NetMike Game Server"
"TCP",3150,"NetMike Assessor Administrator"
"TCP",3151,"NetMike Assessor"
"TCP",3180,"Millicent Broker Server"
"TCP",3181,"BMC Patrol Agent"
"TCP",3182,"BMC Patrol Rendezvous"
"TCP",3262,"NECP"
"TCP",3264,"cc:mail/lotus"
"TCP",3265,"Altav Tunnel"
"TCP",3266,"NS CFG Server"
"TCP",3267,"IBM Dial Out"
"TCP",3268,"Microsoft Global Catalog"
"TCP",3269,"Microsoft Global Catalog with LDAP/SSL"
"TCP",3270,"Verismart"
"TCP",3271,"CSoft Prev Port"
"TCP",3272,"Fujitsu User Manager"
"TCP",3273,"Simple Extensible Multiplexed Protocol"
"TCP",3274,"Ordinox Server"
"TCP",3275,"SAMD"
"TCP",3276,"Maxim ASICs"
"TCP",3277,"AWG Proxy"
"TCP",3278,"LKCM Server"
"TCP",3279,"admind"
"TCP",3280,"VS Server"
"TCP",3281,"SYSOPT"
"TCP",3282,"Datusorb"
"TCP",3283,"Net Assistant"
"TCP",3284,"4Talk"
"TCP",3285,"Plato"
"TCP",3286,"E-Net"
"TCP",3287,"DIRECTVDATA"
"TCP",3288,"COPS"
"TCP",3289,"ENPC"
"TCP",3290,"CAPS LOGISTICS TOOLKIT - LM"
"TCP",3291,"S A Holditch & Associates - LM"
"TCP",3292,"Cart O Rama"
"TCP",3293,"fg-fps"
"TCP",3294,"fg-gip"
"TCP",3295,"Dynamic IP Lookup"
"TCP",3296,"Rib License Manager"
"TCP",3297,"Cytel License Manager"
"TCP",3298,"Transview"
"TCP",3299,"pdrncs"
"TCP",3300,"bmc-patrol-agent"
"TCP",3301,"Unathorised use by SAP R/3"
"TCP",3302,"MCS Fastmail"
"TCP",3303,"OP Session Client"
"TCP",3304,"OP Session Server"
"TCP",3305,"ODETTE-FTP"
"TCP",3306,"MySQL"
"TCP",3307,"OP Session Proxy"
"TCP",3308,"TNS Server"
"TCP",3309,"TNS ADV"
"TCP",3310,"Dyna Access"
"TCP",3311,"MCNS Tel Ret"
"TCP",3312,"Application Management Server"
"TCP",3313,"Unify Object Broker"
"TCP",3314,"Unify Object Host"
"TCP",3315,"CDID"
"TCP",3316,"AICC/CMI"
"TCP",3317,"VSAI PORT"
"TCP",3318,"Swith to Swith Routing Information Protocol"
"TCP",3319,"SDT License Manager"
"TCP",3320,"Office Link 2000"
"TCP",3321,"VNSSTR"
"TCP",3325,"isi.edu"
"TCP",3326,"SFTU"
"TCP",3327,"BBARS"
"TCP",3328,"Eaglepoint License Manager"
"TCP",3329,"HP Device Disc"
"TCP",3330,"MCS Calypso ICF"
"TCP",3331,"MCS Messaging"
"TCP",3332,"MCS Mail Server"
"TCP",3333,"DEC Notes"
"TCP",3334,"Direct TV Webcasting"
"TCP",3335,"Direct TV Software Updates"
"TCP",3336,"Direct TV Tickers"
"TCP",3337,"Direct TV Data Catalog"
"TCP",3338,"OMF data b"
"TCP",3339,"OMF data l"
"TCP",3340,"OMF data m"
"TCP",3341,"OMF data h"
"TCP",3342,"WebTIE"
"TCP",3343,"MS Cluster Net"
"TCP",3344,"BNT Manager"
"TCP",3345,"Influence"
"TCP",3346,"Trnsprnt Proxy"
"TCP",3347,"Phoenix RPC"
"TCP",3348,"Pangolin Laser"
"TCP",3349,"Chevin Services"
"TCP",3350,"FINDVIATV"
"TCP",3351,"BTRIEVE"
"TCP",3352,"SSQL"
"TCP",3353,"FATPIPE"
"TCP",3354,"SUITJD"
"TCP",3355,"Hogle (proxy backdoor) / Ordinox Dbase"
"TCP",3356,"UPNOTIFYPS"
"TCP",3357,"Adtech Test IP"
"TCP",3358,"Mp Sys Rmsvr"
"TCP",3359,"WG NetForce"
"TCP",3360,"KV Server"
"TCP",3361,"KV Agent"
"TCP",3362,"DJ ILM"
"TCP",3363,"NATI Vi Server"
"TCP",3364,"Creative Server"
"TCP",3365,"Content Server"
"TCP",3366,"Creative Partner"
"TCP",3371,"ccm.jf.intel.com"
"TCP",3372,"Microsoft Distributed Transaction Coordinator (MSDTC) / TIP 2"
"TCP",3373,"Lavenir License Manager"
"TCP",3374,"Cluster Disc"
"TCP",3375,"VSNM Agent"
"TCP",3376,"CD Broker"
"TCP",3377,"Cogsys Network License Manager"
"TCP",3378,"WSICOPY"
"TCP",3379,"SOCORFS"
"TCP",3380,"SNS Channels"
"TCP",3381,"Geneous"
"TCP",3382,"Fujitsu Network Enhanced Antitheft function"
"TCP",3383,"Enterprise Software Products License Manager"
"TCP",3384,"Cluster Management Services"
"TCP",3385,"qnxnetman"
"TCP",3386,"GPRS Data"
"TCP",3387,"Back Room Net"
"TCP",3388,"CB Server"
"TCP",3389,"MS Terminal Server"
"TCP",3390,"Distributed Service Coordinator"
"TCP",3391,"SAVANT"
"TCP",3392,"EFI License Management"
"TCP",3393,"D2K Tapestry Client to Server"
"TCP",3394,"D2K Tapestry Server to Server"
"TCP",3395,"Dyna License Manager (Elam)"
"TCP",3396,"Printer Agent"
"TCP",3397,"Cloanto License Manager"
"TCP",3398,"Mercantile"
"TCP",3399,"CSMS"
"TCP",3400,"CSMS2"
"TCP",3401,"filecast"
"TCP",3410,"Backdoor.OptixPro.13"
"TCP",3421,"Bull Apprise portmapper"
"TCP",3454,"Apple Remote Access Protocol"
"TCP",3455,"RSVP Port"
"TCP",3456,"VAT default data"
"TCP",3457,"VAT default control"
"TCP",3458,"D3WinOsfi"
"TCP",3459,"TIP Integral"
"TCP",3460,"EDM Manger"
"TCP",3461,"EDM Stager"
"TCP",3462,"EDM STD Notify"
"TCP",3463,"EDM ADM Notify"
"TCP",3464,"EDM MGR Sync"
"TCP",3465,"EDM MGR Cntrl"
"TCP",3466,"WORKFLOW"
"TCP",3467,"RCST"
"TCP",3468,"TTCM Remote Controll"
"TCP",3469,"Pluribus"
"TCP",3470,"jt400"
"TCP",3471,"jt400-ssl"
"TCP",3535,"MS-LA"
"TCP",3563,"Watcom Debug"
"TCP",3572,"harlequin.co.uk"
"TCP",3672,"harlequinorb"
"TCP",3689,"Apple Digital Audio Access Protocol"
"TCP",3802,"VHD"
"TCP",3845,"V-ONE Single Port Proxy"
"TCP",3862,"GIGA-POCKET"
"TCP",3875,"PNBSCADA"
"TCP",3900,"Unidata UDT OS"
"TCP",3984,"MAPPER network node manager"
"TCP",3985,"MAPPER TCP/IP server"
"TCP",3986,"MAPPER workstation server"
"TCP",3987,"Centerline"
"TCP",4000,"Terabase"
"TCP",4001,"Cisco mgmt / NewOak"
"TCP",4002,"pxc-spvr-ft"
"TCP",4003,"pxc-splr-ft"
"TCP",4004,"pxc-roid"
"TCP",4005,"pxc-pin"
"TCP",4006,"pxc-spvr"
"TCP",4007,"pxc-splr"
"TCP",4008,"NetCheque accounting"
"TCP",4009,"Chimera HWM"
"TCP",4010,"Samsung Unidex"
"TCP",4011,"Alternate Service Boot"
"TCP",4012,"PDA Gate"
"TCP",4013,"ACL Manager"
"TCP",4014,"TAICLOCK"
"TCP",4015,"Talarian Mcast"
"TCP",4016,"Talarian Mcast"
"TCP",4017,"Talarian Mcast"
"TCP",4018,"Talarian Mcast"
"TCP",4019,"Talarian Mcast"
"TCP",4045,"nfs-lockd"
"TCP",4096,"BRE (Bridge Relay Element)"
"TCP",4097,"Patrol View"
"TCP",4098,"drmsfsd"
"TCP",4099,"DPCP"
"TCP",4132,"NUTS Daemon"
"TCP",4133,"NUTS Bootp Server"
"TCP",4134,"NIFTY-Serve HMI protocol"
"TCP",4141,"Workflow Server"
"TCP",4142,"Document Server"
"TCP",4143,"Document Replication"
"TCP",4144,"Compuserve pc windows"
"TCP",4160,"Jini Discovery"
"TCP",4199,"EIMS ADMIN"
"TCP",4299,"earth.path.net"
"TCP",4300,"Corel CCam"
"TCP",4321,"Remote Who Is"
"TCP",4333,"mini-sql server"
"TCP",4343,"UNICALL"
"TCP",4344,"VinaInstall"
"TCP",4345,"Macro 4 Network AS"
"TCP",4346,"ELAN LM"
"TCP",4347,"LAN Surveyor"
"TCP",4348,"ITOSE"
"TCP",4349,"File System Port Map"
"TCP",4350,"Net Device"
"TCP",4351,"PLCY Net Services"
"TCP",4353,"F5 iQuery"
"TCP",4397,"Phatbot Worm"
"TCP",4442,"Saris"
"TCP",4443,"Pharos"
"TCP",4444,"AdSubtract / NV Video default"
"TCP",4445,"UPNOTIFYP"
"TCP",4446,"N1-FWP"
"TCP",4447,"N1-RMGMT"
"TCP",4448,"ASC Licence Manager"
"TCP",4449,"PrivateWire"
"TCP",4450,"Camp"
"TCP",4451,"CTI System Msg"
"TCP",4452,"CTI Program Load"
"TCP",4453,"NSS Alert Manager"
"TCP",4454,"NSS Agent Manager"
"TCP",4455,"PR Chat User"
"TCP",4456,"PR Chat Server"
"TCP",4457,"PR Register"
"TCP",4500,"sae-urn"
"TCP",4501,"urn-x-cdchoice"
"TCP",4545,"WorldScores"
"TCP",4546,"SF License Manager (Sentinel)"
"TCP",4547,"Lanner License Manager"
"TCP",4557,"FAX transmission service"
"TCP",4559,"HylaFAX client-service protocol"
"TCP",4567,"TRAM"
"TCP",4568,"BMC Reporting"
"TCP",4600,"Piranha1"
"TCP",4601,"Piranha2"
"TCP",4661,"eDonkey2k"
"TCP",4662,"eDonkey2k"
"TCP",4663,"eDonkey"
"TCP",4665,"eDonkey2k"
"TCP",4672,"remote file access server"
"TCP",4675,"eMule"
"TCP",4711,"eMule"
"TCP",4751,"W32.Beagle.V trojan"
"TCP",4772,"eMule"
"TCP",4800,"Icona Instant Messenging System"
"TCP",4801,"Icona Web Embedded Chat"
"TCP",4802,"Icona License System Server"
"TCP",4820,"Backdoor.Tuxter"
"TCP",4827,"HTCP"
"TCP",4837,"Varadero-0"
"TCP",4838,"Varadero-1"
"TCP",4868,"Photon Relay"
"TCP",4869,"Photon Relay Debug"
"TCP",4885,"ABBS"
"TCP",4899,"RAdmin Win32 remote control"
"TCP",4983,"AT&T Intercom"
"TCP",5000,"UPnP / filmaker.com / Socket de Troie (Windows Trojan)"
"TCP",5001,"filmaker.com / Socket de Troie (Windows Trojan)"
"TCP",5002,"radio free ethernet"
"TCP",5003,"FileMaker Inc. - Proprietary transport"
"TCP",5004,"avt-profile-1"
"TCP",5005,"avt-profile-2"
"TCP",5006,"wsm server"
"TCP",5007,"wsm server ssl"
"TCP",5010,"TelepathStart"
"TCP",5011,"TelepathAttack"
"TCP",5020,"zenginkyo-1"
"TCP",5021,"zenginkyo-2"
"TCP",5042,"asnaacceler8db"
"TCP",5050,"Yahoo Messenger / multimedia conference control tool"
"TCP",5051,"ITA Agent"
"TCP",5052,"ITA Manager"
"TCP",5055,"UNOT"
"TCP",5060,"SIP"
"TCP",5069,"I/Net 2000-NPR"
"TCP",5071,"PowerSchool"
"TCP",5093,"Sentinel LM"
"TCP",5099,"SentLM Srv2Srv"
"TCP",5101,"Yahoo! Messenger"
"TCP",5145,"RMONITOR SECURE"
"TCP",5150,"Ascend Tunnel Management Protocol"
"TCP",5151,"ESRI SDE Instance"
"TCP",5152,"ESRI SDE Instance Discovery"
"TCP",5165,"ife_1corp"
"TCP",5190,"America-Online"
"TCP",5191,"AmericaOnline1"
"TCP",5192,"AmericaOnline2"
"TCP",5193,"AmericaOnline3"
"TCP",5200,"Targus AIB 1"
"TCP",5201,"Targus AIB 2"
"TCP",5202,"Targus TNTS 1"
"TCP",5203,"Targus TNTS 2"
"TCP",5222,"Jabber Server"
"TCP",5232,"SGI Distribution Graphics"
"TCP",5236,"padl2sim"
"TCP",5272,"PK"
"TCP",5300,"HA cluster heartbeat"
"TCP",5301,"HA cluster general services"
"TCP",5302,"HA cluster configuration"
"TCP",5303,"HA cluster probing"
"TCP",5304,"HA Cluster Commands"
"TCP",5305,"HA Cluster Test"
"TCP",5306,"Sun MC Group"
"TCP",5307,"SCO AIP"
"TCP",5308,"CFengine"
"TCP",5309,"J Printer"
"TCP",5310,"Outlaws"
"TCP",5311,"TM Login"
"TCP",5373,"W32.Gluber.B@mm"
"TCP",5400,"Excerpt Search / Blade Runner (Windows Trojan)"
"TCP",5401,"Excerpt Search Secure / Blade Runner (Windows Trojan)"
"TCP",5402,"MFTP / Blade Runner (Windows Trojan)"
"TCP",5403,"HPOMS-CI-LSTN"
"TCP",5404,"HPOMS-DPS-LSTN"
"TCP",5405,"NetSupport"
"TCP",5406,"Systemics Sox"
"TCP",5407,"Foresyte-Clear"
"TCP",5408,"Foresyte-Sec"
"TCP",5409,"Salient Data Server"
"TCP",5410,"Salient User Manager"
"TCP",5411,"ActNet"
"TCP",5412,"Continuus"
"TCP",5413,"WWIOTALK"
"TCP",5414,"StatusD"
"TCP",5415,"NS Server"
"TCP",5416,"SNS Gateway"
"TCP",5417,"SNS Agent"
"TCP",5418,"MCNTP"
"TCP",5419,"DJ-ICE"
"TCP",5420,"Cylink-C"
"TCP",5421,"Net Support 2"
"TCP",5422,"Salient MUX"
"TCP",5423,"VIRTUALUSER"
"TCP",5426,"DEVBASIC"
"TCP",5427,"SCO-PEER-TTA"
"TCP",5428,"TELACONSOLE"
"TCP",5429,"Billing and Accounting System Exchange"
"TCP",5430,"RADEC CORP"
"TCP",5431,"PARK AGENT"
"TCP",5432,"postgres database server"
"TCP",5435,"Data Tunneling Transceiver Linking (DTTL)"
"TCP",5454,"apc-tcp-udp-4"
"TCP",5455,"apc-tcp-udp-5"
"TCP",5456,"apc-tcp-udp-6"
"TCP",5461,"SILKMETER"
"TCP",5462,"TTL Publisher"
"TCP",5465,"NETOPS-BROKER"
"TCP",5490,"Squid HTTP Proxy"
"TCP",5500,"fcp-addr-srvr1"
"TCP",5501,"fcp-addr-srvr2"
"TCP",5502,"fcp-srvr-inst1"
"TCP",5503,"fcp-srvr-inst2"
"TCP",5504,"fcp-cics-gw1"
"TCP",5510,"ACE/Server Services"
"TCP",5520,"ACE/Server Services"
"TCP",5530,"ACE/Server Services"
"TCP",5540,"ACE/Server Services"
"TCP",5550,"ACE/Server Services / Xtcp 2.0x"
"TCP",5554,"Sasser Worm FTP backdoor / SGI ESP HTTP"
"TCP",5555,"Personal Agent / W32.Mimail.P@mm"
"TCP",5556,"Mtbd (mtb backup)"
"TCP",5559,"Enterprise Security Remote Install axent.com"
"TCP",5599,"Enterprise Security Remote Install"
"TCP",5600,"Enterprise Security Manager"
"TCP",5601,"Enterprise Security Agent"
"TCP",5602,"A1-MSC"
"TCP",5603,"A1-BS"
"TCP",5604,"A3-SDUNode"
"TCP",5605,"A4-SDUNode"
"TCP",5631,"pcANYWHEREdata"
"TCP",5632,"pcANYWHEREstat"
"TCP",5678,"LinkSys EtherFast Router Remote Administration / Remote Replication Agent Connection"
"TCP",5679,"Direct Cable Connect Manager"
"TCP",5680,"Canna (Japanese Input)"
"TCP",5713,"proshare conf audio"
"TCP",5714,"proshare conf video"
"TCP",5715,"proshare conf data"
"TCP",5716,"proshare conf request"
"TCP",5717,"proshare conf notify"
"TCP",5729,"Openmail User Agent Layer"
"TCP",5741,"IDA Discover Port 1"
"TCP",5742,"IDA Discover Port 2 / Wincrash (Windows Trojan)"
"TCP",5745,"fcopy-server"
"TCP",5746,"fcopys-server"
"TCP",5755,"OpenMail Desk Gateway server"
"TCP",5757,"OpenMail X.500 Directory Server"
"TCP",5766,"OpenMail NewMail Server"
"TCP",5767,"OpenMail Suer Agent Layer (Secure)"
"TCP",5768,"OpenMail CMTS Server"
"TCP",5771,"NetAgent"
"TCP",5800,"VNC Virtual Network Computing"
"TCP",5801,"VNC Virtual Network Computing"
"TCP",5813,"ICMPD"
"TCP",5859,"WHEREHOO"
"TCP",5882,"Y3k"
"TCP",5900,"VNC Virtual Network Computing"
"TCP",5901,"VNC Virtual Network Computing"
"TCP",5968,"mppolicy-v5"
"TCP",5969,"mppolicy-mgr"
"TCP",5977,"NCD preferences TCP port"
"TCP",5978,"NCD diagnostic TCP port"
"TCP",5979,"NCD configuration TCP port"
"TCP",5980,"VNC Virtual Network Computing"
"TCP",5981,"VNC Virtual Network Computing"
"TCP",5987,"Solaris Web Enterprise Management RMI"
"TCP",5997,"NCD preferences telnet port"
"TCP",5998,"NCD diagnostic telnet port"
"TCP",5999,"CVSup"
"TCP",6000,"X-Windows / W32.LoveGate.ak virus"
"TCP",6001,"Cisco mgmt"
"TCP",6003,"Half-Life WON server"
"TCP",6063,"X Windows System mit.edu"
"TCP",6064,"NDL-AHP-SVC"
"TCP",6065,"WinPharaoh"
"TCP",6066,"EWCTSP"
"TCP",6067,"SRB"
"TCP",6068,"GSMP"
"TCP",6069,"TRIP"
"TCP",6070,"Messageasap"
"TCP",6071,"SSDTP"
"TCP",6072,"DIAGNOSE-PROC"
"TCP",6073,"DirectPlay8"
"TCP",6100,"SynchroNet-db"
"TCP",6101,"SynchroNet-rtc"
"TCP",6102,"SynchroNet-upd"
"TCP",6103,"RETS"
"TCP",6104,"DBDB"
"TCP",6105,"Prima Server"
"TCP",6106,"MPS Server"
"TCP",6107,"ETC Control"
"TCP",6108,"Sercomm-SCAdmin"
"TCP",6109,"GLOBECAST-ID"
"TCP",6110,"HP SoftBench CM"
"TCP",6111,"HP SoftBench Sub-Process Control"
"TCP",6112,"dtspcd / Blizzard Battlenet"
"TCP",6123,"Backup Express"
"TCP",6129,"DameWare"
"TCP",6141,"Meta Corporation License Manager"
"TCP",6142,"Aspen Technology License Manager"
"TCP",6143,"Watershed License Manager"
"TCP",6144,"StatSci License Manager - 1"
"TCP",6145,"StatSci License Manager - 2"
"TCP",6146,"Lone Wolf Systems License Manager"
"TCP",6147,"Montage License Manager"
"TCP",6148,"Ricardo North America License Manager"
"TCP",6149,"tal-pod"
"TCP",6253,"CRIP"
"TCP",6321,"Empress Software Connectivity Server 1"
"TCP",6322,"Empress Software Connectivity Server 2"
"TCP",6346,"Gnutella/Bearshare file sharing Application"
"TCP",6348,"Limewire P2P"
"TCP",6389,"clariion-evr01"
"TCP",6400,"saegatesoftware.com"
"TCP",6401,"saegatesoftware.com"
"TCP",6402,"saegatesoftware.com"
"TCP",6403,"saegatesoftware.com"
"TCP",6404,"saegatesoftware.com"
"TCP",6405,"saegatesoftware.com"
"TCP",6406,"saegatesoftware.com"
"TCP",6407,"saegatesoftware.com"
"TCP",6408,"saegatesoftware.com"
"TCP",6409,"saegatesoftware.com"
"TCP",6410,"saegatesoftware.com"
"TCP",6455,"SKIP Certificate Receive"
"TCP",6456,"SKIP Certificate Send"
"TCP",6471,"LVision License Manager"
"TCP",6500,"BoKS Master"
"TCP",6501,"BoKS Servc"
"TCP",6502,"BoKS Servm"
"TCP",6503,"BoKS Clntd"
"TCP",6505,"BoKS Admin Private Port"
"TCP",6506,"BoKS Admin Public Port"
"TCP",6507,"BoKS Dir Server Private Port"
"TCP",6508,"BoKS Dir Server Public Port"
"TCP",6547,"apc-tcp-udp-1"
"TCP",6548,"apc-tcp-udp-2"
"TCP",6549,"apc-tcp-udp-3"
"TCP",6550,"fg-sysupdate"
"TCP",6558,"xdsxdm"
"TCP",6588,"AnalogX Web Proxy"
"TCP",6665,"Internet Relay Chat"
"TCP",6666,"IRC / Windows Media Unicast Service"
"TCP",6667,"IRC"
"TCP",6668,"IRC"
"TCP",6669,"IRC"
"TCP",6670,"Vocaltec Global Online Directory / Deep Throat 2 (Windows Trojan)"
"TCP",6672,"vision_server"
"TCP",6673,"vision_elmd"
"TCP",6699,"Napster"
"TCP",6700,"Napster / Carracho (server)"
"TCP",6701,"KTI/ICAD Nameserver"
"TCP",6701,"Napster / Carracho (server)"
"TCP",6711,"SubSeven (Windows Trojan)"
"TCP",6723,"DDOS communication TCP"
"TCP",6767,"BMC PERFORM AGENT"
"TCP",6768,"BMC PERFORM MGRD"
"TCP",6776,"SubSeven/BackDoor-G (Windows Trojan)"
"TCP",6777,"W32.Beagle.A trojan"
"TCP",6789,"IBM DB2"
"TCP",6790,"HNMP / IBM DB2"
"TCP",6831,"ambit-lm"
"TCP",6841,"Netmo Default"
"TCP",6842,"Netmo HTTP"
"TCP",6850,"ICCRUSHMORE"
"TCP",6881,"BitTorrent Network"
"TCP",6888,"MUSE"
"TCP",6891,"MS Messenger file transfer"
"TCP",6901,"MS Messenger voice calls"
"TCP",6961,"JMACT3"
"TCP",6962,"jmevt2"
"TCP",6963,"swismgr1"
"TCP",6964,"swismgr2"
"TCP",6965,"swistrap"
"TCP",6966,"swispol"
"TCP",6969,"acmsoda"
"TCP",6998,"IATP-highPri"
"TCP",6999,"IATP-normalPri"
"TCP",7000,"IRC / file server itself"
"TCP",7001,"WebLogic Server / Callbacks to cache managers"
"TCP",7002,"WebLogic Server (SSL) / Half-Life Auth Server / Users & groups database"
"TCP",7003,"volume location database"
"TCP",7004,"AFS/Kerberos authentication service"
"TCP",7005,"volume managment server"
"TCP",7006,"error interpretation service"
"TCP",7007,"Windows Media Services / basic overseer process"
"TCP",7008,"server-to-server updater"
"TCP",7009,"remote cache manager service"
"TCP",7010,"onlinet uninterruptable power supplies"
"TCP",7011,"Talon Discovery Port"
"TCP",7012,"Talon Engine"
"TCP",7013,"Microtalon Discovery"
"TCP",7014,"Microtalon Communications"
"TCP",7015,"Talon Webserver"
"TCP",7020,"DP Serve"
"TCP",7021,"DP Serve Admin"
"TCP",7070,"ARCP"
"TCP",7099,"lazy-ptop"
"TCP",7100,"X Font Service"
"TCP",7121,"Virtual Prototypes License Manager"
"TCP",7141,"vnet.ibm.com"
"TCP",7161,"Catalyst"
"TCP",7174,"Clutild"
"TCP",7200,"FODMS FLIP"
"TCP",7201,"DLIP"
"TCP",7323,"3.11 Remote Administration"
"TCP",7326,"Internet Citizen's Band"
"TCP",7390,"The Swiss Exchange swx.ch"
"TCP",7395,"winqedit"
"TCP",7426,"OpenView DM Postmaster Manager"
"TCP",7427,"OpenView DM Event Agent Manager"
"TCP",7428,"OpenView DM Log Agent Manager"
"TCP",7429,"OpenView DM rqt communication"
"TCP",7430,"OpenView DM xmpv7 api pipe"
"TCP",7431,"OpenView DM ovc/xmpv3 api pipe"
"TCP",7437,"Faximum"
"TCP",7491,"telops-lmd"
"TCP",7511,"pafec-lm"
"TCP",7544,"FlowAnalyzer DisplayServer"
"TCP",7545,"FlowAnalyzer UtilityServer"
"TCP",7566,"VSI Omega"
"TCP",7570,"Aries Kfinder"
"TCP",7588,"Sun License Manager"
"TCP",7597,"TROJAN WORM"
"TCP",7633,"PMDF Management"
"TCP",7640,"CUSeeMe"
"TCP",7777,"Oracle App server / cbt"
"TCP",7778,"Windows Media Services / Interwise"
"TCP",7781,"accu-lmgr"
"TCP",7786,"MINIVEND"
"TCP",7932,"Tier 2 Data Resource Manager"
"TCP",7933,"Tier 2 Business Rules Manager"
"TCP",7967,"Supercell"
"TCP",7979,"Micromuse-ncps"
"TCP",7980,"Quest Vista"
"TCP",7999,"iRDMI2"
"TCP",8000,"HTTP/iRDMI"
"TCP",8001,"HTTP/VCOM Tunnel"
"TCP",8002,"HTTP/Teradata ORDBMS"
"TCP",8007,"Apache JServ Protocol"
"TCP",8008,"HTTP Alternate"
"TCP",8009,"Apache JServ Protocol"
"TCP",8010,"Wingate HTTP Proxy"
"TCP",8032,"ProEd"
"TCP",8033,"MindPrint"
"TCP",8080,"HTTP / HTTP Proxy"
"TCP",8081,"HTTP / HTTP Proxy"
"TCP",8082,"BlackICE Capture"
"TCP",8129,"Snapstream PVS Server"
"TCP",8130,"INDIGO-VRMI"
"TCP",8131,"INDIGO-VBCP"
"TCP",8160,"Patrol"
"TCP",8161,"Patrol SNMP"
"TCP",8181,"IPSwitch IMail / Monitor"
"TCP",8200,"TRIVNET"
"TCP",8201,"TRIVNET"
"TCP",8204,"LM Perfworks"
"TCP",8205,"LM Instmgr"
"TCP",8206,"LM Dta"
"TCP",8207,"LM SServer"
"TCP",8208,"LM Webwatcher"
"TCP",8351,"Server Find"
"TCP",8376,"Cruise ENUM"
"TCP",8377,"Cruise SWROUTE"
"TCP",8378,"Cruise CONFIG"
"TCP",8379,"Cruise DIAGS"
"TCP",8380,"Cruise UPDATE"
"TCP",8383,"Web Email"
"TCP",8400,"cvd"
"TCP",8401,"sabarsd"
"TCP",8402,"abarsd"
"TCP",8403,"admind"
"TCP",8431,"Micro PC-Cilin"
"TCP",8450,"npmp"
"TCP",8473,"Virtual Point to Point"
"TCP",8484,"Ipswitch IMail"
"TCP",8554,"RTSP Alternate (see port 554)"
"TCP",8733,"iBus"
"TCP",8763,"MC-APPSERVER"
"TCP",8764,"OPENQUEUE"
"TCP",8765,"Ultraseek HTTP"
"TCP",8804,"truecm"
"TCP",8866,"W32.Beagle.B trojan"
"TCP",8880,"CDDBP"
"TCP",8888,"NewsEDGE server TCP / AnswerBook2"
"TCP",8889,"Desktop Data TCP 1"
"TCP",8890,"Desktop Data TCP 2"
"TCP",8891,"Desktop Data TCP 3: NESS application"
"TCP",8892,"Desktop Data TCP 4: FARM product"
"TCP",8893,"Desktop Data TCP 5: NewsEDGE/Web application"
"TCP",8894,"Desktop Data TCP 6: COAL application"
"TCP",8900,"JMB-CDS 1"
"TCP",8901,"JMB-CDS 2"
"TCP",8967,"Win32/Dabber (Windows worm)"
"TCP",8999,"Firewall"
"TCP",9000,"CSlistener"
"TCP",9001,"cisco-xremote"
"TCP",9090,"WebSM"
"TCP",9100,"HP JetDirect"
"TCP",9160,"NetLOCK1"
"TCP",9161,"NetLOCK2"
"TCP",9162,"NetLOCK3"
"TCP",9163,"NetLOCK4"
"TCP",9164,"NetLOCK5"
"TCP",9200,"WAP connectionless session service"
"TCP",9201,"WAP session service"
"TCP",9202,"WAP secure connectionless session service"
"TCP",9203,"WAP secure session service"
